"CODGEO";"LIBGEO";"P12_POP";"SUPERF";"typoA";"typoB"
"62784";"Saulty";737;13;"CLASSE 5";"B"
"62785";"Savy-Berlette";939;7;"CLASSE 3";"C"
"62786";"Selles";323;6;"CLASSE 3";"D"
"62787";"Sempy";314;8;"CLASSE 4";"F"
"62788";"Seninghem";674;15;"CLASSE 3";"A"
"62789";"Senlecques";264;2;"CLASSE 1";"D"
"62790";"Senlis";168;5;"CLASSE 1";"E"
"62791";"Séricourt";53;2;"CLASSE 3";"C"
"62792";"Serques";1130;10;"CLASSE 1";"A"
"62793";"Servins";1102;6;"CLASSE 2";"F"
"62794";"Setques";634;4;"CLASSE 3";"B"
"62795";"Sibiville";107;7;"CLASSE 2";"A"
"62796";"Simencourt";535;5;"CLASSE 3";"D"
"62797";"Siracourt";257;3;"CLASSE 2";"D"
"62798";"Sombrin";246;7;"CLASSE 4";"D"
"62799";"Sorrus";685;7;"CLASSE 2";"B"
"62800";"Souastre";361;7;"CLASSE 5";"C"
"62801";"Souchez";2587;7;"CLASSE 2";"E"
"62802";"Le Souich";181;5;"CLASSE 4";"A"
"62803";"Surques";577;7;"CLASSE 2";"A"
"62804";"Sus-Saint-Léger";354;7;"CLASSE 5";"F"
"62805";"Tangry";228;5;"CLASSE 3";"E"
"62806";"Tardinghen";147;9;"CLASSE 1";"C"
"62807";"Tatinghem";1791;6;"CLASSE 1";"D"
"62808";"Teneur";288;7;"CLASSE 3";"D"
"62809";"Ternas";132;3;"CLASSE 2";"C"
"62810";"Thélus";1227;9;"CLASSE 1";"F"
"62811";"Thérouanne";1104;8;"CLASSE 5";"E"
"62812";"Thiembronne";808;23;"CLASSE 2";"F"
"62813";"La Thieuloye";475;4;"CLASSE 2";"B"
"62814";"Thièvres";123;1;"CLASSE 1";"E"
"62815";"Tigny-Noyelle";164;7;"CLASSE 1";"B"
"62816";"Tilloy-lès-Hermaville";229;3;"CLASSE 3";"A"
"62817";"Tilloy-lès-Mofflaines";1424;8;"CLASSE 3";"D"
"62818";"Tilly-Capelle";154;6;"CLASSE 2";"F"
"62819";"Tilques";1109;7;"CLASSE 4";"E"
"62820";"Tincques";869;11;"CLASSE 3";"A"
"62821";"Tingry";305;11;"CLASSE 1";"F"
"62822";"Tollent";92;4;"CLASSE 5";"C"
"62823";"Torcy";160;5;"CLASSE 3";"E"
"62824";"Tortefontaine";259;12;"CLASSE 1";"E"
"62825";"Tortequesne";724;3;"CLASSE 3";"F"
"62826";"Le Touquet-Paris-Plage";4588;15;"CLASSE 2";"A"
"62827";"Tournehem-sur-la-Hem";1423;18;"CLASSE 2";"C"
"62828";"Tramecourt";59;2;"CLASSE 1";"E"
"62829";"Le Transloy";417;10;"CLASSE 2";"C"
"62830";"Trescault";190;5;"CLASSE 2";"D"
"62831";"Troisvaux";296;6;"CLASSE 4";"C"
"62832";"Tubersent";495;7;"CLASSE 4";"E"
"62833";"Vacquerie-le-Boucq";88;3;"CLASSE 1";"A"
"62834";"Vacqueriette-Erquières";248;6;"CLASSE 4";"A"
"62835";"Valhuon";580;9;"CLASSE 2";"A"
"62836";"Vaudricourt";876;3;"CLASSE 2";"E"
"62837";"Vaudringhem";503;8;"CLASSE 2";"E"
"62838";"Vaulx";91;5;"CLASSE 1";"A"
"62839";"Vaulx-Vraucourt";1061;14;"CLASSE 1";"F"
"62840";"Vélu";133;3;"CLASSE 4";"B"
"62841";"Vendin-lès-Béthune";2401;4;"CLASSE 2";"A"
"62842";"Vendin-le-Vieil";7787;11;"CLASSE 2";"F"
"62843";"Verchin";233;11;"CLASSE 3";"C"
"62844";"Verchocq";638;16;"CLASSE 4";"B"
"62845";"Verlincthun";392;7;"CLASSE 4";"E"
"62846";"Vermelles";4518;10;"CLASSE 3";"C"
"62847";"Verquigneul";1986;4;"CLASSE 3";"D"
"62848";"Verquin";3412;4;"CLASSE 2";"C"
"62849";"Verton";2257;11;"CLASSE 4";"B"
"62850";"Vieil-Hesdin";375;10;"CLASSE 1";"E"
"62851";"Vieille-Chapelle";793;3;"CLASSE 4";"E"
"62852";"Vieille-Église";1420;21;"CLASSE 2";"B"
"62853";"Vieil-Moutier";390;6;"CLASSE 2";"F"
"62854";"Villers-au-Bois";563;5;"CLASSE 1";"E"
"62855";"Villers-au-Flos";218;6;"CLASSE 5";"C"
"62856";"Villers-Brûlin";301;4;"CLASSE 3";"F"
"62857";"Villers-Châtel";133;3;"CLASSE 5";"A"
"62858";"Villers-lès-Cagnicourt";256;4;"CLASSE 5";"E"
"62859";"Villers-l'Hôpital";263;8;"CLASSE 4";"D"
"62860";"Villers-Sir-Simon";122;2;"CLASSE 2";"A"
"62861";"Vimy";4252;11;"CLASSE 4";"B"
"62862";"Vincly";159;5;"CLASSE 2";"A"
"62863";"Violaines";3671;10;"CLASSE 5";"A"
"62864";"Vis-en-Artois";655;6;"CLASSE 2";"E"
"62865";"Vitry-en-Artois";4600;19;"CLASSE 3";"A"
"62866";"Waben";427;9;"CLASSE 2";"F"
"62867";"Wacquinghen";244;2;"CLASSE 3";"E"
"62868";"Wail";279;9;"CLASSE 4";"E"
"62869";"Wailly";1062;10;"CLASSE 2";"D"
"62870";"Wailly-Beaucamp";1018;14;"CLASSE 4";"D"
"62871";"Wambercourt";260;6;"CLASSE 1";"F"
"62872";"Wamin";242;7;"CLASSE 4";"B"
"62873";"Wancourt";671;9;"CLASSE 5";"A"
"62874";"Wanquetin";714;10;"CLASSE 1";"A"
"62875";"Wardrecques";1189;4;"CLASSE 2";"B"
"62876";"Warlencourt-Eaucourt";167;4;"CLASSE 4";"D"
"62877";"Warlincourt-lès-Pas";180;5;"CLASSE 2";"E"
"62878";"Warlus";376;5;"CLASSE 2";"F"
"62879";"Warluzel";247;4;"CLASSE 2";"E"
"62880";"Le Wast";203;1;"CLASSE 3";"D"
"62881";"Beauvoir-Wavans";392;9;"CLASSE 3";"C"
"62882";"Wavrans-sur-l'Aa";1314;11;"CLASSE 1";"F"
"62883";"Wavrans-sur-Ternoise";215;5;"CLASSE 1";"A"
"62885";"Westrehem";212;3;"CLASSE 2";"A"
"62886";"Wicquinghem";234;7;"CLASSE 1";"B"
"62887";"Widehem";261;7;"CLASSE 4";"C"
"62888";"Wierre-au-Bois";224;4;"CLASSE 3";"F"
"62889";"Wierre-Effroy";775;19;"CLASSE 4";"D"
"62890";"Willeman";179;10;"CLASSE 5";"C"
"62891";"Willencourt";142;2;"CLASSE 3";"B"
"62892";"Willerval";662;4;"CLASSE 4";"A"
"62893";"Wimereux";7161;8;"CLASSE 1";"F"
"62894";"Wimille";4151;22;"CLASSE 3";"C"
"62895";"Wingles";8263;6;"CLASSE 1";"A"
"62896";"Wirwignes";739;12;"CLASSE 5";"F"
"62897";"Wismes";504;12;"CLASSE 3";"D"
"62898";"Wisques";237;4;"CLASSE 4";"E"
"62899";"Wissant";1033;13;"CLASSE 4";"E"
"62900";"Witternesse";581;5;"CLASSE 5";"F"
"62901";"Wittes";870;4;"CLASSE 1";"B"
"62902";"Wizernes";3304;6;"CLASSE 5";"F"
"62903";"Zoteux";558;7;"CLASSE 3";"C"
"62904";"Zouafques";609;4;"CLASSE 2";"A"
"62905";"Zudausques";845;7;"CLASSE 3";"E"
"62906";"Zutkerque";1713;16;"CLASSE 5";"B"
"62907";"Libercourt";8460;7;"CLASSE 4";"B"
"62908";"La Capelle-lès-Boulogne";1553;7;"CLASSE 3";"E"
"62909";"Ytres";437;4;"CLASSE 5";"B"
"63001";"Aigueperse";2630;11;"CLASSE 4";"C"
"63002";"Aix-la-Fayette";69;13;"CLASSE 1";"F"
"63003";"Ambert";6852;60;"CLASSE 3";"B"
"63004";"Les Ancizes-Comps";1710;21;"CLASSE 4";"A"
"63005";"Antoingt";381;8;"CLASSE 2";"A"
"63006";"Anzat-le-Luguet";185;67;"CLASSE 3";"C"
"63007";"Apchat";176;36;"CLASSE 3";"B"
"63008";"Arconsat";633;23;"CLASSE 1";"D"
"63009";"Ardes";550;17;"CLASSE 3";"D"
"63010";"Arlanc";1924;32;"CLASSE 3";"F"
"63011";"Ars-les-Favets";233;15;"CLASSE 2";"D"
"63012";"Artonne";819;17;"CLASSE 1";"D"
"63013";"Aubiat";932;15;"CLASSE 2";"D"
"63014";"Aubière";9536;8;"CLASSE 5";"A"
"63015";"Aubusson-d'Auvergne";237;7;"CLASSE 1";"D"
"63016";"Augerolles";858;33;"CLASSE 3";"E"
"63017";"Augnat";138;10;"CLASSE 3";"D"
"63018";"Aulhat-Saint-Privat";412;9;"CLASSE 2";"B"
"63019";"Aulnat";3981;4;"CLASSE 3";"A"
"63020";"Aurières";330;11;"CLASSE 1";"F"
"63021";"Authezat";656;6;"CLASSE 1";"E"
"63022";"Auzat-la-Combelle";2077;13;"CLASSE 2";"B"
"63023";"Auzelles";352;33;"CLASSE 1";"B"
"63024";"Avèze";190;22;"CLASSE 4";"A"
"63025";"Ayat-sur-Sioule";146;14;"CLASSE 2";"D"
"63026";"Aydat";2224;50;"CLASSE 2";"C"
"63027";"Baffie";116;11;"CLASSE 5";"F"
"63028";"Bagnols";492;42;"CLASSE 2";"F"
"63029";"Bansat";250;10;"CLASSE 4";"B"
"63030";"Bas-et-Lezat";279;13;"CLASSE 4";"E"
"63031";"Beaulieu";410;9;"CLASSE 1";"B"
"63032";"Beaumont";10933;4;"CLASSE 4";"F"
"63033";"Beaumont-lès-Randan";273;6;"CLASSE 3";"E"
"63034";"Beauregard-l'Évêque";1333;12;"CLASSE 5";"B"
"63035";"Beauregard-Vendon";1115;7;"CLASSE 5";"C"
"63036";"Bergonne";334;6;"CLASSE 1";"C"
"63037";"Bertignat";471;24;"CLASSE 1";"C"
"63038";"Besse-et-Saint-Anastaise";1519;72;"CLASSE 5";"B"
"63039";"Beurières";305;16;"CLASSE 5";"D"
"63040";"Billom";4739;17;"CLASSE 1";"A"
"63041";"Biollet";320;23;"CLASSE 3";"A"
"63042";"Blanzat";3778;7;"CLASSE 4";"B"
"63043";"Blot-l'Église";391;25;"CLASSE 1";"D"
"63044";"Bongheat";423;11;"CLASSE 1";"B"
"63045";"Bort-l'Étang";606;15;"CLASSE 5";"C"
"63046";"Boudes";272;8;"CLASSE 3";"A"
"63047";"La Bourboule";1891;13;"CLASSE 4";"B"
"63048";"Bourg-Lastic";897;40;"CLASSE 4";"C"
"63049";"Bouzel";706;4;"CLASSE 2";"D"
"63050";"Brassac-les-Mines";3300;7;"CLASSE 1";"D"
"63051";"Brenat";590;9;"CLASSE 3";"E"
"63052";"Le Breuil-sur-Couze";1018;6;"CLASSE 4";"F"
"63053";"Briffons";295;40;"CLASSE 3";"B"
"63054";"Le Broc";640;17;"CLASSE 3";"A"
"63055";"Bromont-Lamothe";979;38;"CLASSE 3";"E"
"63056";"Brousse";350;22;"CLASSE 4";"E"
"63057";"Le Brugeron";251;27;"CLASSE 3";"C"
"63058";"Bulhon";527;12;"CLASSE 4";"E"
"63059";"Busséol";206;6;"CLASSE 3";"F"
"63060";"Bussières";102;14;"CLASSE 5";"A"
"63061";"Bussières-et-Pruns";425;12;"CLASSE 2";"C"
"63062";"Buxières-sous-Montaigut";230;11;"CLASSE 5";"F"
"63063";"Cébazat";7407;10;"CLASSE 4";"F"
"63064";"La Celle";85;16;"CLASSE 1";"E"
"63065";"Ceilloux";159;9;"CLASSE 5";"B"
"63066";"Celles-sur-Durolle";1767;39;"CLASSE 3";"F"
"63067";"La Cellette";166;11;"CLASSE 5";"B"
"63068";"Cellule";1151;9;"CLASSE 5";"F"
"63069";"Le Cendre";4906;4;"CLASSE 5";"F"
"63070";"Ceyrat";5667;9;"CLASSE 5";"B"
"63071";"Ceyssat";665;30;"CLASSE 5";"F"
"63072";"Chabreloche";1287;10;"CLASSE 2";"B"
"63073";"Chadeleuf";409;6;"CLASSE 1";"C"
"63074";"Chalus";182;7;"CLASSE 3";"B"
"63075";"Chamalières";17480;4;"CLASSE 4";"E"
"63076";"Chambon-sur-Dolore";168;20;"CLASSE 5";"A"
"63077";"Chambon-sur-Lac";362;47;"CLASSE 1";"E"
"63078";"Chaméane";150;11;"CLASSE 2";"A"
"63079";"Champagnat-le-Jeune";126;9;"CLASSE 1";"A"
"63080";"Champeix";1335;12;"CLASSE 5";"C"
"63081";"Champétières";250;19;"CLASSE 5";"D"
"63082";"Champs";362;15;"CLASSE 5";"D"
"63083";"Chanat-la-Mouteyre";941;14;"CLASSE 2";"D"
"63084";"Chanonat";1619;13;"CLASSE 3";"E"
"63085";"Chapdes-Beaufort";1041;32;"CLASSE 4";"E"
"63086";"La Chapelle-Agnon";384;26;"CLASSE 1";"E"
"63087";"La Chapelle-Marcousse";75;20;"CLASSE 4";"C"
"63088";"La Chapelle-sur-Usson";70;7;"CLASSE 4";"C"
"63089";"Chappes";1554;10;"CLASSE 1";"A"
"63090";"Chaptuzat";474;8;"CLASSE 4";"F"
"63091";"Charbonnier-les-Mines";904;3;"CLASSE 5";"B"
"63092";"Charbonnières-les-Varennes";1593;32;"CLASSE 5";"C"
"63093";"Charbonnières-les-Vieilles";1005;33;"CLASSE 1";"F"
"63094";"Charensat";524;47;"CLASSE 2";"C"
"63095";"Charnat";203;5;"CLASSE 5";"F"
"63096";"Chas";375;4;"CLASSE 1";"F"
"63097";"Chassagne";82;16;"CLASSE 5";"F"
"63098";"Chastreix";241;45;"CLASSE 4";"F"
"63099";"Châteaugay";3160;9;"CLASSE 4";"D"
"63100";"Châteauneuf-les-Bains";289;17;"CLASSE 3";"E"
"63101";"Château-sur-Cher";87;12;"CLASSE 3";"E"
"63102";"Châteldon";778;28;"CLASSE 3";"B"
"63103";"Châtel-Guyon";6100;14;"CLASSE 5";"F"
"63104";"La Chaulme";128;14;"CLASSE 2";"F"
"63105";"Chaumont-le-Bourg";230;8;"CLASSE 4";"F"
"63106";"Chauriat";1589;9;"CLASSE 5";"C"
"63107";"Chavaroux";468;4;"CLASSE 4";"F"
"63108";"Le Cheix";618;5;"CLASSE 4";"E"
"63109";"Chidrac";468;4;"CLASSE 1";"E"
"63110";"Cisternes-la-Forêt";475;34;"CLASSE 4";"C"
"63111";"Clémensat";115;3;"CLASSE 2";"D"
"63112";"Clerlande";495;8;"CLASSE 2";"D"
"63113";"Clermont-Ferrand";141569;43;"CLASSE 1";"F"
"63114";"Collanges";147;4;"CLASSE 1";"C"
"63115";"Combrailles";223;21;"CLASSE 2";"F"
"63116";"Combronde";2060;18;"CLASSE 1";"D"
"63117";"Compains";139;50;"CLASSE 4";"D"
"63118";"Condat-en-Combraille";459;46;"CLASSE 4";"F"
"63119";"Condat-lès-Montboissier";223;21;"CLASSE 2";"F"
"63120";"Corent";695;3;"CLASSE 2";"F"
"63121";"Coudes";1164;5;"CLASSE 5";"F"
"63122";"Courgoul";71;8;"CLASSE 1";"A"
"63123";"Cournols";238;11;"CLASSE 2";"F"
"63124";"Cournon-d'Auvergne";19223;19;"CLASSE 4";"E"
"63125";"Courpière";4341;32;"CLASSE 5";"E"
"63126";"Le Crest";1316;7;"CLASSE 3";"A"
"63127";"Creste";53;4;"CLASSE 2";"B"
"63128";"Crevant-Laveine";958;20;"CLASSE 1";"A"
"63129";"Cros";170;20;"CLASSE 3";"B"
"63130";"La Crouzille";278;19;"CLASSE 2";"A"
"63131";"Culhat";1080;19;"CLASSE 1";"E"
"63132";"Cunlhat";1281;30;"CLASSE 5";"E"
"63133";"Dallet";1425;7;"CLASSE 3";"A"
"63134";"Dauzat-sur-Vodable";91;15;"CLASSE 1";"E"
"63135";"Davayat";567;2;"CLASSE 5";"F"
"63136";"Domaize";384;15;"CLASSE 1";"E"
"63137";"Doranges";152;19;"CLASSE 2";"A"
"63138";"Dorat";701;17;"CLASSE 2";"A"
"63139";"Dore-l'Église";626;27;"CLASSE 4";"B"
"63140";"Durmignat";202;12;"CLASSE 4";"A"
"63141";"Durtol";2009;4;"CLASSE 1";"F"
"63142";"Échandelys";234;24;"CLASSE 2";"F"
"63143";"Effiat";1098;20;"CLASSE 5";"F"
"63144";"Égliseneuve-d'Entraigues";448;56;"CLASSE 5";"A"
"63145";"Égliseneuve-des-Liards";147;8;"CLASSE 3";"B"
"63146";"Égliseneuve-près-Billom";825;17;"CLASSE 2";"C"
"63147";"Églisolles";264;21;"CLASSE 2";"A"
"63148";"Ennezat";2424;18;"CLASSE 2";"B"
"63149";"Entraigues";623;10;"CLASSE 1";"C"
"63150";"Enval";1366;5;"CLASSE 2";"F"
"63151";"Escoutoux";1335;27;"CLASSE 1";"E"
"63152";"Espinasse";297;24;"CLASSE 5";"F"
"63153";"Espinchal";95;9;"CLASSE 3";"C"
"63154";"Espirat";330;4;"CLASSE 1";"E"
"63155";"Estandeuil";389;10;"CLASSE 2";"B"
"63156";"Esteil";66;5;"CLASSE 1";"C"
"63157";"Fayet-le-Château";340;13;"CLASSE 4";"B"
"63158";"Fayet-Ronaye";102;20;"CLASSE 1";"A"
"63159";"Fernoël";134;14;"CLASSE 5";"E"
"63160";"Flat";499;4;"CLASSE 2";"F"
"63161";"La Forie";320;3;"CLASSE 5";"D"
"63162";"Fournols";330;29;"CLASSE 1";"D"
"63163";"Gelles";889;48;"CLASSE 1";"E"
"63164";"Gerzat";10286;16;"CLASSE 2";"C"
"63165";"Giat";860;48;"CLASSE 5";"B"
"63166";"Gignat";242;3;"CLASSE 5";"B"
"63167";"Gimeaux";405;2;"CLASSE 4";"A"
"63168";"Glaine-Montaigut";537;13;"CLASSE 2";"A"
"63169";"La Godivelle";21;15;"CLASSE 1";"E"
"63170";"La Goutelle";636;24;"CLASSE 3";"F"
"63171";"Gouttières";354;26;"CLASSE 1";"F"
"63172";"Grandeyrolles";60;5;"CLASSE 1";"D"
"63173";"Grandrif";173;22;"CLASSE 1";"B"
"63174";"Grandval";112;10;"CLASSE 1";"C"
"63175";"Herment";304;10;"CLASSE 3";"F"
"63176";"Heume-l'Église";107;15;"CLASSE 2";"E"
"63177";"Isserteaux";408;18;"CLASSE 4";"E"
"63178";"Issoire";14296;20;"CLASSE 5";"A"
"63179";"Job";1052;43;"CLASSE 5";"E"
"63180";"Joze";1072;19;"CLASSE 1";"B"
"63181";"Jozerand";479;11;"CLASSE 4";"B"
"63182";"Jumeaux";721;7;"CLASSE 3";"E"
"63183";"Labessette";64;10;"CLASSE 4";"E"
"63184";"Lachaux";310;22;"CLASSE 1";"D"
"63185";"Lamontgie";612;7;"CLASSE 4";"F"
"63186";"Landogne";240;17;"CLASSE 1";"A"
"63187";"Lapeyrouse";559;36;"CLASSE 5";"E"
"63188";"Laps";567;7;"CLASSE 4";"A"
"63189";"Laqueuille";352;22;"CLASSE 4";"E"
"63190";"Larodde";267;23;"CLASSE 5";"A"
"63191";"Lastic";105;17;"CLASSE 1";"C"
"63192";"La Tour-d'Auvergne";655;48;"CLASSE 1";"C"
"63193";"Lempdes";8348;12;"CLASSE 3";"B"
"63194";"Lempty";367;5;"CLASSE 1";"D"
"63195";"Lezoux";5670;35;"CLASSE 5";"F"
"63196";"Limons";696;15;"CLASSE 1";"C"
"63197";"Lisseuil";91;7;"CLASSE 2";"D"
"63198";"Loubeyrat";1198;24;"CLASSE 5";"F"
"63199";"Ludesse";475;8;"CLASSE 5";"C"
"63200";"Lussat";906;9;"CLASSE 2";"F"
"63201";"Luzillat";1018;23;"CLASSE 1";"D"
"63202";"Madriat";124;5;"CLASSE 3";"D"
"63203";"Malauzat";1099;6;"CLASSE 2";"E"
"63204";"Malintrat";997;8;"CLASSE 5";"A"
"63205";"Manglieu";468;21;"CLASSE 5";"D"
"63206";"Manzat";1307;39;"CLASSE 3";"C"
"63207";"Marat";841;30;"CLASSE 3";"A"
"63208";"Marcillat";274;12;"CLASSE 1";"E"
"63209";"Mareugheol";176;8;"CLASSE 5";"C"
"63210";"Maringues";2776;22;"CLASSE 3";"F"
"63211";"Marsac-en-Livradois";1450;48;"CLASSE 5";"F"
"63212";"Marsat";1216;4;"CLASSE 5";"F"
"63213";"Les Martres-d'Artière";2074;15;"CLASSE 1";"D"
"63214";"Les Martres-de-Veyre";3921;9;"CLASSE 5";"E"
"63215";"Martres-sur-Morge";582;8;"CLASSE 4";"A"
"63216";"Mauzun";104;1;"CLASSE 1";"E"
"63218";"Mayres";179;12;"CLASSE 3";"B"
"63219";"Mazaye";715;22;"CLASSE 5";"E"
"63220";"Mazoires";100;42;"CLASSE 5";"F"
"63221";"Medeyrolles";114;17;"CLASSE 2";"B"
"63222";"Meilhaud";553;4;"CLASSE 1";"D"
"63223";"Menat";557;20;"CLASSE 2";"F"
"63224";"Ménétrol";1632;9;"CLASSE 5";"B"
"63225";"Messeix";1099;39;"CLASSE 5";"B"
"63226";"Mezel";1908;8;"CLASSE 1";"A"
"63227";"Mirefleurs";2367;9;"CLASSE 2";"A"
"63228";"Miremont";319;37;"CLASSE 1";"A"
"63229";"Moissat";1152;13;"CLASSE 2";"F"
"63230";"Le Monestier";205;17;"CLASSE 5";"A"
"63231";"La Monnerie-le-Montel";1915;5;"CLASSE 1";"E"
"63232";"Mons";469;14;"CLASSE 1";"A"
"63233";"Montaigut";1025;8;"CLASSE 2";"D"
"63234";"Montaigut-le-Blanc";808;22;"CLASSE 1";"B"
"63235";"Montcel";432;9;"CLASSE 2";"C"
"63236";"Mont-Dore";1329;36;"CLASSE 5";"E"
"63237";"Montel-de-Gelat";493;25;"CLASSE 4";"C"
"63238";"Montfermy";213;14;"CLASSE 1";"C"
"63239";"Montmorin";689;14;"CLASSE 4";"A"
"63240";"Montpensier";424;7;"CLASSE 2";"D"
"63241";"Montpeyroux";351;3;"CLASSE 3";"D"
"63242";"Moriat";377;11;"CLASSE 3";"F"
"63243";"Moureuille";308;17;"CLASSE 1";"D"
"63244";"La Moutade";459;5;"CLASSE 4";"C"
"63245";"Mozac";3777;4;"CLASSE 1";"D"
"63246";"Murat-le-Quaire";481;12;"CLASSE 1";"D"
"63247";"Murol";544;15;"CLASSE 2";"F"
"63248";"Nébouzat";796;22;"CLASSE 2";"B"
"63249";"Néronde-sur-Dore";445;9;"CLASSE 2";"E"
"63250";"Neschers";898;10;"CLASSE 3";"D"
"63251";"Neuf-Église";304;15;"CLASSE 5";"A"
"63252";"Neuville";349;12;"CLASSE 1";"E"
"63253";"Noalhat";246;5;"CLASSE 1";"D"
"63254";"Nohanent";2025;4;"CLASSE 1";"B"
"63255";"Nonette";337;8;"CLASSE 4";"E"
"63256";"Novacelles";143;14;"CLASSE 5";"E"
"63257";"Olby";735;17;"CLASSE 4";"C"
"63258";"Olliergues";733;16;"CLASSE 3";"E"
"63259";"Olloix";316;12;"CLASSE 2";"A"
"63260";"Olmet";151;16;"CLASSE 5";"A"
"63261";"Orbeil";849;10;"CLASSE 4";"B"
"63262";"Orcet";2673;6;"CLASSE 1";"A"
"63263";"Orcines";3296;43;"CLASSE 4";"B"
"63264";"Orcival";234;28;"CLASSE 4";"C"
"63265";"Orléat";2062;26;"CLASSE 4";"D"
"63266";"Orsonnette";193;3;"CLASSE 2";"C"
"63267";"Palladuc";568;13;"CLASSE 1";"E"
"63268";"Pardines";225;5;"CLASSE 5";"C"
"63269";"Parent";799;4;"CLASSE 3";"F"
"63270";"Parentignat";478;4;"CLASSE 5";"B"
"63271";"Paslières";1566;28;"CLASSE 2";"A"
"63272";"Pérignat-lès-Sarliève";2650;4;"CLASSE 3";"B"
"63273";"Pérignat-sur-Allier";1506;5;"CLASSE 2";"B"
"63274";"Perpezat";428;36;"CLASSE 2";"E"
"63275";"Perrier";874;6;"CLASSE 2";"F"
"63276";"Peschadoires";2091;21;"CLASSE 1";"D"
"63277";"Peslières";70;7;"CLASSE 5";"F"
"63278";"Pessat-Villeneuve";530;6;"CLASSE 3";"F"
"63279";"Picherande";360;44;"CLASSE 5";"F"
"63280";"Pignols";314;9;"CLASSE 3";"A"
"63281";"Pionsat";1097;25;"CLASSE 5";"B"
"63282";"Plauzat";1541;13;"CLASSE 2";"E"
"63283";"Pontaumur";722;14;"CLASSE 3";"F"
"63284";"Pont-du-Château";10541;22;"CLASSE 2";"C"
"63285";"Pontgibaud";720;5;"CLASSE 3";"F"
"63286";"Pouzol";284;14;"CLASSE 1";"A"
"63287";"Les Pradeaux";312;6;"CLASSE 4";"F"
"63288";"Prompsat";433;4;"CLASSE 4";"F"
"63289";"Prondines";264;31;"CLASSE 4";"F"
"63290";"Pulvérières";389;15;"CLASSE 5";"E"
"63291";"Puy-Guillaume";2622;25;"CLASSE 1";"E"
"63292";"Puy-Saint-Gulmier";140;20;"CLASSE 2";"F"
"63293";"Le Quartier";204;23;"CLASSE 4";"F"
"63294";"Queuille";262;10;"CLASSE 3";"A"
"63295";"Randan";1576;16;"CLASSE 4";"A"
"63296";"Ravel";695;10;"CLASSE 4";"C"
"63297";"Reignat";356;4;"CLASSE 5";"A"
"63298";"La Renaudie";118;18;"CLASSE 5";"F"
"63299";"Rentières";105;16;"CLASSE 1";"B"
"63300";"Riom";18484;32;"CLASSE 5";"C"
"63301";"Ris";773;16;"CLASSE 4";"D"
"63302";"La Roche-Blanche";3192;12;"CLASSE 3";"E"
"63303";"Roche-Charles-la-Mayrand";49;16;"CLASSE 4";"B"
"63304";"Roche-d'Agoux";93;6;"CLASSE 2";"D"
"63305";"Rochefort-Montagne";921;17;"CLASSE 1";"F"
"63306";"La Roche-Noire";608;3;"CLASSE 1";"B"
"63307";"Romagnat";8013;17;"CLASSE 2";"E"
"63308";"Royat";4590;7;"CLASSE 4";"B"
"63309";"Saillant";279;17;"CLASSE 1";"D"
"63310";"Sainte-Agathe";204;18;"CLASSE 5";"B"
"63311";"Saint-Agoulin";324;9;"CLASSE 1";"C"
"63312";"Saint-Alyre-d'Arlanc";162;24;"CLASSE 1";"A"
"63313";"Saint-Alyre-ès-Montagne";153;41;"CLASSE 2";"F"
"63314";"Saint-Amant-Roche-Savine";523;24;"CLASSE 3";"D"
"63315";"Saint-Amant-Tallende";1792;5;"CLASSE 1";"D"
"63317";"Saint-André-le-Coq";516;18;"CLASSE 3";"E"
"63318";"Saint-Angel";399;18;"CLASSE 3";"D"
"63319";"Saint-Anthème";727;69;"CLASSE 5";"A"
"63320";"Saint-Avit";254;19;"CLASSE 5";"D"
"63321";"Saint-Babel";918;19;"CLASSE 5";"B"
"63322";"Saint-Beauzire";2104;16;"CLASSE 3";"D"
"63323";"Saint-Bonnet-le-Bourg";140;20;"CLASSE 2";"C"
"63324";"Saint-Bonnet-le-Chastel";222;23;"CLASSE 4";"B"
"63325";"Saint-Bonnet-lès-Allier";431;2;"CLASSE 1";"B"
"63326";"Saint-Bonnet-près-Orcival";458;15;"CLASSE 2";"C"
"63327";"Saint-Bonnet-près-Riom";2056;7;"CLASSE 1";"D"
"63328";"Sainte-Catherine";59;6;"CLASSE 1";"D"
"63329";"Sainte-Christine";154;13;"CLASSE 4";"B"
"63330";"Saint-Cirgues-sur-Couze";331;2;"CLASSE 5";"E"
"63331";"Saint-Clément-de-Valorgue";228;13;"CLASSE 4";"C"
"63332";"Saint-Clément-de-Régnat";518;15;"CLASSE 1";"B"
"63333";"Saint-Denis-Combarnazat";219;10;"CLASSE 5";"A"
"63334";"Saint-Dier-d'Auvergne";556;20;"CLASSE 2";"E"
"63335";"Saint-Diéry";390;20;"CLASSE 1";"D"
"63336";"Saint-Donat";249;33;"CLASSE 1";"D"
"63337";"Saint-Éloy-la-Glacière";64;12;"CLASSE 2";"A"
"63338";"Saint-Éloy-les-Mines";3628;22;"CLASSE 3";"F"
"63339";"Saint-Étienne-des-Champs";148;24;"CLASSE 1";"E"
"63340";"Saint-Étienne-sur-Usson";267;16;"CLASSE 1";"D"
"63341";"Saint-Ferréol-des-Côtes";534;15;"CLASSE 2";"D"
"63342";"Saint-Floret";269;12;"CLASSE 1";"F"
