CODGEO;LIBGEO;REG;DEP;ARR;CV;ZE2010;UU2010;AU2010;TUU2010;TDUU2010;TAU2010;CATAEU2010;EPCI;NATURE_EPCI;POP2010;POP1999;CAT_ZDIFF;MODE_COLLECTE;GR_ROTATION
01208;Lavours;82;01;011;0104;8216;01000;998;0;03;00;300;240100438;CC;148;117;1;1;2
01209;Léaz;82;01;013;0112;8219;01000;037;0;05;08;112;240100750;CC;569;482;1;1;1
01210;Lélex;82;01;013;0114;8219;01000;000;0;04;00;400;240100750;CC;225;220;1;1;5
01211;Lent;82;01;012;0139;8202;01000;071;0;06;07;112;240100628;CA;1328;1148;1;1;5
01212;Lescheroux;82;01;012;0129;8202;01000;071;0;05;07;112;240100339;CC;683;596;1;1;2
01213;Leyment;82;01;011;0117;8201;01000;002;0;06;09;112;240100883;CC;1273;922;1;1;5
01214;Leyssard;82;01;014;0116;8203;01000;998;0;03;00;300;240100701;CC;153;143;1;1;2
01215;Lhôpital;82;01;014;0103;8219;01000;997;0;02;00;120;240100891;CC;59;49;1;1;5
01216;Lhuis;82;01;011;0118;8209;01000;002;0;05;09;112;240100412;CC;854;721;1;1;3
01218;Lochieu;82;01;011;0109;8216;01000;000;0;02;00;400;240100370;CC;91;73;1;1;4
01219;Lompnas;82;01;011;0118;8201;01000;002;0;03;09;112;240100412;CC;149;147;1;1;1
01221;Lompnieu;82;01;011;0109;8203;01000;998;0;03;00;300;240100370;CC;122;103;1;1;1
01224;Loyettes;82;01;011;0117;8214;01103;002;1;11;09;112;240100883;CC;2645;2331;2;1;4
01225;Lurcy;82;01;012;0130;8213;01000;002;0;04;09;112;240100727;CC;393;256;1;1;3
01227;Magnieu;82;01;011;0104;8216;01000;294;0;04;02;212;240100354;CC;419;292;1;1;2
01228;Maillat;82;01;014;0122;8203;01102;998;1;11;00;300;240100909;CC;668;664;1;1;1
01229;Malafretaz;82;01;012;0121;8202;01000;071;0;05;07;112;240100156;CC;952;674;1;1;5
01230;Mantenay-Montlin;82;01;012;0129;8202;01000;071;0;04;07;112;240100339;CC;288;247;1;1;5
01231;Manziat;82;01;012;0102;0053;01000;088;0;06;06;112;240100818;CC;1924;1596;1;1;5
01232;Marboz;82;01;012;0111;8202;01000;071;0;07;07;112;240100651;CC;2182;2164;2;1;3
01233;Marchamp;82;01;011;0118;8209;01000;002;0;03;09;112;240100412;CC;118;108;1;1;4
01234;Marignieu;82;01;011;0136;8216;01000;998;0;03;00;300;240100354;CC;148;156;1;1;1
01235;Marlieux;82;01;012;0135;8213;01000;002;0;05;09;112;240100875;CC;887;676;1;1;2
01236;Marsonnas;82;01;012;0121;8202;01000;071;0;05;07;112;240100156;CC;1005;728;1;1;1
01237;Martignat;82;01;014;0141;8203;01401;165;4;43;05;111;240100172;CC;1604;1265;1;1;4
01238;Massieux;82;01;012;0142;8213;00758;002;7;73;09;111;240100602;CC;2428;2119;2;1;2
01239;Massignieu-de-Rives;82;01;011;0104;8216;01000;998;0;05;00;300;240100354;CC;608;498;1;1;3
01240;Matafelon-Granges;82;01;014;0116;8203;01000;165;0;05;05;112;240100701;CC;652;484;1;1;3
01241;Meillonnas;82;01;012;0133;8202;01000;071;0;06;07;112;240100636;CC;1298;1205;1;1;1
01242;Mérignat;82;01;014;0124;8201;01000;997;0;03;00;120;200029999;CC;139;114;1;1;5
01243;Messimy-sur-Saône;82;01;012;0130;8213;00758;002;7;73;09;111;ZZZZZZZZZ;;1209;932;1;1;1
01244;Meximieux;82;01;012;0119;8201;01206;002;2;22;09;112;240100883;CC;7268;6835;2;1;2
01245;Bohas-Meyriat-Rignat;82;01;012;0107;8202;01000;071;0;05;07;112;240100693;CC;811;724;1;1;5
01246;Mézériat;82;01;012;0110;8202;01000;997;0;07;00;120;240100669;CC;2072;1912;2;1;3
01247;Mijoux;82;01;013;0114;8219;01000;000;0;04;00;400;240100750;CC;379;312;1;1;2
01248;Mionnay;82;01;012;0142;8214;01000;002;0;07;09;112;240100875;CC;2077;2111;2;1;2
01249;Miribel;82;01;012;0140;8214;00758;002;7;73;09;111;240100800;CC;9066;8545;2;1;2
01250;Misérieux;82;01;012;0142;8213;00758;002;7;73;09;111;240100602;CC;1762;1432;1;1;3
01252;Mogneneins;82;01;012;0132;8213;01000;002;0;05;09;112;240100594;CC;727;572;1;1;1
01254;Montagnat;82;01;012;0139;8202;01111;071;1;13;07;112;240100693;CC;1646;1421;1;1;5
01255;Montagnieu;82;01;011;0118;8201;01000;002;0;04;09;112;240100412;CC;495;387;1;1;1
01257;Montanges;82;01;014;0103;8219;01000;998;0;04;00;300;240100891;CC;330;282;1;1;1
01258;Montceaux;82;01;012;0132;8213;01000;002;0;06;09;112;240100727;CC;1164;908;1;1;3
01259;Montcet;82;01;012;0143;8202;01000;071;0;05;07;112;240100628;CA;665;489;1;1;2
01260;Le Montellier;82;01;012;0119;8214;01000;002;0;04;09;112;240100883;CC;244;218;1;1;2
01261;Monthieux;82;01;012;0135;8213;01000;002;0;05;09;112;240100875;CC;599;579;1;1;5
01262;Montluel;82;01;012;0120;8214;00758;002;7;73;09;111;240100610;CC;6999;6456;2;1;1
01263;Montmerle-sur-Saône;82;01;012;0132;8213;00451;002;4;41;09;112;240100727;CC;3823;2827;2;1;2
01264;Montracol;82;01;012;0139;8202;01000;071;0;05;07;112;240100628;CA;967;619;1;1;1
01265;Montréal-la-Cluse;82;01;014;0122;8203;01202;545;2;21;01;221;240100172;CC;3457;3699;2;1;3
01266;Montrevel-en-Bresse;82;01;012;0121;8202;01115;071;1;13;07;112;240100156;CC;2362;1995;2;1;5
01267;Nurieux-Volognat;82;01;014;0116;8203;01000;998;0;06;00;300;240100701;CC;1058;952;1;1;3
01268;Murs-et-Gélignieux;82;01;011;0104;8216;01000;998;0;04;00;300;240100354;CC;241;204;1;1;1
01269;Nantua;82;01;014;0122;8203;01123;657;1;14;01;221;240100909;CC;3713;3922;2;1;5
01271;Nattages;82;01;011;0104;8216;01000;997;0;05;00;120;240100354;CC;564;393;1;1;1
01272;Neuville-les-Dames;82;01;012;0110;8213;01000;997;0;06;00;120;240100644;CC;1504;1232;1;1;4
01273;Neuville-sur-Ain;82;01;012;0125;8201;01000;997;0;06;00;120;200029999;CC;1571;1237;1;1;3
01274;Les Neyrolles;82;01;014;0122;8203;01123;657;1;14;01;221;240100909;CC;637;617;1;1;1
01275;Neyron;82;01;012;0140;8214;00758;002;7;73;09;111;240100800;CC;2472;2155;2;1;4
01276;Niévroz;82;01;012;0120;8214;01000;002;0;06;09;112;240100610;CC;1488;1359;1;1;4
01277;Nivollet-Montgriffon;82;01;011;0128;8201;01000;002;0;03;09;112;240100396;CC;143;91;1;1;5
01279;Oncieu;82;01;011;0128;8201;01000;002;0;02;09;112;240100396;CC;91;78;1;1;5
01280;Ordonnaz;82;01;011;0118;8201;01000;998;0;03;00;300;240100412;CC;141;117;1;1;4
01281;Ornex;82;01;013;0113;8219;00652;037;6;61;08;111;240100750;CC;3531;2666;2;1;5
01282;Outriaz;82;01;014;0106;8203;01000;998;0;04;00;300;240100867;CC;256;267;1;1;1
01283;Oyonnax;82;01;014;0198;8203;01401;165;4;43;05;111;240100172;CC;22650;24188;3;2;
01284;Ozan;82;01;012;0126;0053;01000;088;0;05;06;112;240100685;CC;618;469;1;1;2
01285;Parcieux;82;01;012;0142;8213;00758;002;7;73;09;111;240100602;CC;1095;914;1;1;4
01286;Parves;82;01;011;0104;8216;01000;294;0;04;02;212;240100354;CC;360;320;1;1;2
01288;Péron;82;01;013;0112;8219;01000;037;0;06;08;112;240100750;CC;2143;1578;2;1;3
01289;Péronnas;82;01;012;0139;8202;01501;071;5;51;07;111;240100628;CA;6054;5530;2;1;3
01290;Pérouges;82;01;012;0119;8201;01206;002;2;22;09;112;240100883;CC;1204;1102;1;1;3
01291;Perrex;82;01;012;0127;0053;01000;997;0;05;00;120;240100826;CC;826;721;1;1;4
01292;Le Petit-Abergement;82;01;014;0106;8203;01000;000;0;03;00;400;240100370;CC;138;142;1;1;4
01293;Peyriat;82;01;014;0116;8203;01000;998;0;03;00;300;240100701;CC;171;157;1;1;4
01294;Peyrieu;82;01;011;0104;8216;01000;998;0;05;00;300;240100354;CC;821;649;1;1;3
01295;Peyzieux-sur-Saône;82;01;012;0132;8213;01000;002;0;04;09;112;240100594;CC;473;337;1;1;3
01296;Pirajoux;82;01;012;0111;8202;01000;071;0;04;07;112;240100651;CC;360;299;1;1;3
01297;Pizay;82;01;012;0120;8214;01000;002;0;05;09;112;240100610;CC;777;638;1;1;1
01298;Plagne;82;01;014;0103;8219;01000;998;0;02;00;300;240100891;CC;129;83;1;1;1
01299;Le Plantay;82;01;012;0108;8214;01000;002;0;05;09;112;240100677;CC;540;416;1;1;4
01300;Le Poizat;82;01;014;0122;8203;01000;998;0;04;00;300;240100909;CC;422;321;1;1;5
01301;Polliat;82;01;012;0143;8202;01000;071;0;07;07;112;240100628;CA;2403;2019;2;1;4
01302;Pollieu;82;01;011;0104;8216;01000;294;0;03;02;212;240100354;CC;157;122;1;1;2
01303;Poncin;82;01;014;0124;8201;01000;997;0;06;00;120;200029999;CC;1644;1371;1;1;4
01304;Pont-d'Ain;82;01;012;0125;8201;01105;002;1;11;09;112;200029999;CC;2627;2309;2;1;2
01305;Pont-de-Vaux;82;01;012;0126;0053;01117;997;1;13;00;120;240100685;CC;2205;2013;2;1;1
01306;Pont-de-Veyle;82;01;012;0127;0053;01121;088;1;14;06;112;240100826;CC;1593;1485;1;1;5
01307;Port;82;01;014;0122;8203;01202;545;2;21;01;221;240100909;CC;847;913;1;1;1
01308;Pougny;82;01;013;0112;8219;01000;037;0;05;08;112;240100750;CC;802;628;1;1;1
01309;Pouillat;82;01;012;0133;8202;01000;071;0;02;07;112;240100636;CC;88;58;1;1;4
01310;Prémeyzel;82;01;011;0104;8216;01000;294;0;04;02;212;240100354;CC;234;242;1;1;3
01311;Prémillieu;82;01;011;0115;8203;01000;540;0;01;01;222;240100578;CC;36;33;1;1;5
01312;Pressiat;82;01;012;0133;8202;01000;071;0;04;07;112;240100636;CC;224;191;1;1;1
01313;Prévessin-Moëns;82;01;013;0113;8219;00652;037;6;61;08;111;240100750;CC;5980;4263;2;1;2
01314;Priay;82;01;012;0125;8201;01000;002;0;06;09;112;200029999;CC;1488;1152;1;1;4
01316;Pugieu;82;01;011;0136;8216;01000;294;0;03;02;212;240100743;CC;168;125;1;1;2
01317;Ramasse;82;01;012;0107;8202;01000;071;0;04;07;112;240100693;CC;250;218;1;1;1
01318;Rancé;82;01;012;0142;8213;01000;002;0;05;09;112;240100735;CC;641;498;1;1;1
01319;Relevant;82;01;012;0130;8213;01000;002;0;04;09;112;240100644;CC;466;367;1;1;2
01320;Replonges;82;01;012;0102;0053;01113;088;1;13;06;112;240100818;CC;3500;2841;2;1;2
01321;Revonnas;82;01;012;0107;8202;01114;071;1;13;07;112;240100693;CC;788;493;1;1;5
01322;Reyrieux;82;01;012;0142;8213;00758;002;7;73;09;111;240100602;CC;4093;3690;2;1;5
01323;Reyssouze;82;01;012;0126;0053;01000;088;0;05;06;112;240100685;CC;929;714;1;1;3
01325;Rignieux-le-Franc;82;01;012;0119;8201;01000;002;0;05;09;112;240100883;CC;950;839;1;1;3
01328;Romans;82;01;012;0110;8213;01000;997;0;05;00;120;240100644;CC;587;522;1;1;4
01329;Rossillon;82;01;011;0136;8216;01000;998;0;03;00;300;240100743;CC;148;147;1;1;3
01330;Ruffieu;82;01;011;0109;8203;01000;998;0;03;00;300;240100370;CC;202;188;1;1;2
01331;Saint-Alban;82;01;014;0124;8201;01000;998;0;03;00;300;200029999;CC;163;133;1;1;2
01332;Saint-André-de-Bâgé;82;01;012;0102;0053;01119;088;1;14;06;112;240100818;CC;635;507;1;1;5
01333;Saint-André-de-Corcy;82;01;012;0142;8214;01110;002;1;12;09;112;240100875;CC;2991;3098;2;1;4
01334;Saint-André-d'Huiriat;82;01;012;0127;0053;01000;088;0;05;06;112;240100826;CC;543;403;1;1;4
01335;Saint-André-le-Bouchoux;82;01;012;0110;8213;01000;002;0;04;09;112;240100644;CC;316;191;1;1;1
01336;Saint-André-sur-Vieux-Jonc;82;01;012;0139;8202;01000;071;0;06;07;112;240100628;CA;1079;965;1;1;2
01337;Saint-Bénigne;82;01;012;0126;0053;01117;997;1;13;00;120;240100685;CC;1161;817;1;1;4
01338;Saint-Benoît;82;01;011;0118;8209;01000;002;0;05;09;112;240100347;CC;773;582;1;1;4
01339;Saint-Bernard;82;01;012;0134;8213;00758;002;7;73;09;111;240100602;CC;1375;1281;1;1;5
01340;Saint-Bois;82;01;011;0104;8216;01000;294;0;03;02;212;240100347;CC;123;102;1;1;5
01341;Saint-Champ;82;01;011;0104;8216;01000;294;0;03;02;212;240100354;CC;139;132;1;1;5
01342;Sainte-Croix;82;01;012;0120;8214;01000;002;0;05;09;112;240100610;CC;534;468;1;1;2
01343;Saint-Cyr-sur-Menthon;82;01;012;0127;0053;01000;088;0;06;06;112;240100826;CC;1636;1313;1;1;4
01344;Saint-Denis-lès-Bourg;82;01;012;0143;8202;01501;071;5;51;07;111;240100628;CA;5405;4920;2;1;1
01345;Saint-Denis-en-Bugey;82;01;011;0101;8201;01302;002;3;32;09;112;240100883;CC;2178;1939;2;1;2
01346;Saint-Didier-d'Aussiat;82;01;012;0121;8202;01000;071;0;05;07;112;240100156;CC;863;667;1;1;2
01347;Saint-Didier-de-Formans;82;01;012;0134;8213;00758;002;7;73;09;111;240100602;CC;1792;1545;1;1;2
01348;Saint-Didier-sur-Chalaronne;82;01;012;0132;8213;01118;997;1;14;00;120;240100594;CC;2776;2263;2;1;5
01349;Saint-Éloi;82;01;012;0119;8201;01000;002;0;04;09;112;240100883;CC;399;403;1;1;4
01350;Saint-Étienne-du-Bois;82;01;012;0133;8202;01000;071;0;07;07;112;240100636;CC;2441;2045;2;1;4
01351;Saint-Étienne-sur-Chalaronne;82;01;012;0132;8213;01000;002;0;06;09;112;240100594;CC;1468;1178;1;1;4
01352;Saint-Étienne-sur-Reyssouze;82;01;012;0126;0053;01000;997;0;05;00;120;240100685;CC;531;387;1;1;4
01353;Sainte-Euphémie;82;01;012;0142;8213;00758;002;7;73;09;111;240100602;CC;1482;1133;1;1;5
01354;Saint-Genis-Pouilly;82;01;013;0113;8219;00652;037;6;61;08;111;240100750;CC;8914;6382;2;1;1
01355;Saint-Genis-sur-Menthon;82;01;012;0127;0053;01000;997;0;04;00;120;240100826;CC;408;363;1;1;4
01356;Saint-Georges-sur-Renon;82;01;012;0110;8213;01000;002;0;03;09;112;240100644;CC;197;162;1;1;5
01357;Saint-Germain-de-Joux;82;01;014;0103;8219;01000;998;0;05;00;300;240100891;CC;480;476;1;1;2
01358;Saint-Germain-les-Paroisses;82;01;011;0104;8216;01000;294;0;04;02;212;240100354;CC;387;307;1;1;3
01359;Saint-Germain-sur-Renon;82;01;012;0135;8213;01000;002;0;04;09;112;240100875;CC;236;217;1;1;3
01360;Saint-Jean-de-Gonville;82;01;013;0112;8219;01000;037;0;06;08;112;240100750;CC;1496;1201;1;1;4
01361;Saint-Jean-de-Niost;82;01;012;0119;8201;01000;002;0;06;09;112;240100883;CC;1421;1082;1;1;1
01362;Saint-Jean-de-Thurigneux;82;01;012;0142;8213;01000;002;0;05;09;112;240100602;CC;710;554;1;1;3
01363;Saint-Jean-le-Vieux;82;01;014;0124;8201;01116;002;1;13;09;112;200029999;CC;1609;1449;1;1;1
01364;Saint-Jean-sur-Reyssouze;82;01;012;0129;8202;01000;071;0;05;07;112;240100339;CC;744;582;1;1;5
01365;Saint-Jean-sur-Veyle;82;01;012;0127;0053;01000;088;0;06;06;112;240100826;CC;1082;958;1;1;3
01366;Sainte-Julie;82;01;011;0117;8201;01000;002;0;05;09;112;240100883;CC;889;534;1;1;4
01367;Saint-Julien-sur-Reyssouze;82;01;012;0129;8202;01000;071;0;05;07;112;240100339;CC;668;509;1;1;3
01368;Saint-Julien-sur-Veyle;82;01;012;0110;8213;01000;997;0;05;00;120;240100669;CC;715;523;1;1;4
01369;Saint-Just;82;01;012;0139;8202;01501;071;5;51;07;111;240100693;CC;881;788;1;1;4
01370;Saint-Laurent-sur-Saône;82;01;012;0102;0053;00464;088;4;44;06;111;247104193;CA;1749;1657;1;1;5
01371;Saint-Marcel;82;01;012;0135;8214;01000;002;0;06;09;112;240100875;CC;1212;1058;1;1;4
01372;Saint-Martin-de-Bavel;82;01;011;0136;8216;01000;998;0;04;00;300;240100743;CC;443;333;1;1;3
01373;Saint-Martin-du-Frêne;82;01;014;0122;8203;01102;998;1;11;00;300;240100909;CC;1077;1050;1;1;2
01374;Saint-Martin-du-Mont;82;01;012;0125;8202;01000;071;0;06;07;112;240100842;CC;1651;1304;1;1;5
01375;Saint-Martin-le-Châtel;82;01;012;0121;8202;01000;071;0;05;07;112;240100156;CC;790;652;1;1;1
01376;Saint-Maurice-de-Beynost;82;01;012;0140;8214;00758;002;7;73;09;111;240100800;CC;3865;4017;2;1;4
01378;Saint-Maurice-de-Gourdans;82;01;012;0119;8201;01000;002;0;07;09;112;240100883;CC;2498;1949;2;1;5
01379;Saint-Maurice-de-Rémens;82;01;011;0101;8201;01000;002;0;05;09;112;240100883;CC;709;605;1;1;2
01380;Saint-Nizier-le-Bouchoux;82;01;012;0129;8202;01000;997;0;05;00;120;240100339;CC;703;546;1;1;2
01381;Saint-Nizier-le-Désert;82;01;012;0108;8214;01000;002;0;05;09;112;240100677;CC;880;489;1;1;4
01382;Sainte-Olive;82;01;012;0130;8213;01000;002;0;04;09;112;240100875;CC;303;254;1;1;3
01383;Saint-Paul-de-Varax;82;01;012;0135;8214;01000;997;0;06;00;120;240100875;CC;1551;1190;1;1;5
01384;Saint-Rambert-en-Bugey;82;01;011;0128;8201;01000;002;0;07;09;112;240100396;CC;2164;2067;2;1;1
01385;Saint-Rémy;82;01;012;0139;8202;01104;071;1;11;07;112;240100628;CA;906;812;1;1;3
01386;Saint-Sorlin-en-Bugey;82;01;011;0117;8201;01204;002;2;22;09;112;240100883;CC;1061;938;1;1;2
01387;Saint-Sulpice;82;01;012;0121;8202;01000;071;0;03;07;112;240100156;CC;142;103;1;1;2
01388;Saint-Trivier-de-Courtes;82;01;012;0129;8202;01000;000;0;05;00;400;240100339;CC;1013;963;1;1;4
01389;Saint-Trivier-sur-Moignans;82;01;012;0130;8213;01000;002;0;06;09;112;240100941;CC;1877;1537;1;1;4
01390;Saint-Vulbas;82;01;011;0117;8201;01000;002;0;05;09;112;240100883;CC;957;803;1;1;1
01391;Salavre;82;01;012;0111;8202;01000;071;0;04;07;112;240100651;CC;284;285;1;1;4
01392;Samognat;82;01;014;0116;8203;01000;165;0;05;05;112;240100701;CC;718;421;1;1;5
01393;Sandrans;82;01;012;0110;8213;01000;002;0;05;09;112;240100644;CC;524;416;1;1;3
01396;Sault-Brénaz;82;01;011;0117;8201;01000;002;0;06;09;112;240100883;CC;1043;974;1;1;3
01397;Sauverny;82;01;013;0113;8219;01000;037;0;06;08;112;240100750;CC;1078;1017;1;1;1
01398;Savigneux;82;01;012;0130;8213;01000;002;0;06;09;112;240100735;CC;1204;876;1;1;3
01399;Ségny;82;01;013;0114;8219;01000;037;0;06;08;112;240100750;CC;1649;1350;1;1;4
01400;Seillonnaz;82;01;011;0118;8201;01000;002;0;03;09;112;240100412;CC;138;123;1;1;4
01401;Sergy;82;01;013;0113;8219;00652;037;6;61;08;111;240100750;CC;1977;1247;1;1;2
01402;Sermoyer;82;01;012;0126;0053;01000;998;0;05;00;300;240100685;CC;669;543;1;1;5
01403;Serrières-de-Briord;82;01;011;0118;8201;01000;002;0;06;09;112;240100412;CC;1174;960;1;1;2
01404;Serrières-sur-Ain;82;01;014;0116;8201;01000;997;0;03;00;120;240100701;CC;119;79;1;1;4
01405;Servas;82;01;012;0139;8202;01000;071;0;06;07;112;240100628;CA;1184;915;1;1;1
01406;Servignat;82;01;012;0129;8202;01000;997;0;03;00;120;240100339;CC;160;135;1;1;5
01407;Seyssel;82;01;011;0131;8219;00164;998;1;14;00;300;247400823;CC;942;803;1;1;1
01408;Simandre-sur-Suran;82;01;012;0107;8202;01000;071;0;05;07;112;240100636;CC;650;638;1;1;5
01409;Songieu;82;01;011;0109;8216;01000;000;0;03;00;400;240100370;CC;130;123;1;1;2
01410;Sonthonnax-la-Montagne;82;01;014;0116;8203;01000;998;0;04;00;300;240100701;CC;320;303;1;1;1
01411;Souclin;82;01;011;0117;8201;01000;002;0;04;09;112;240100883;CC;261;221;1;1;3
01412;Sulignat;82;01;012;0110;8213;01000;997;0;05;00;120;240100644;CC;569;485;1;1;4
01413;Surjoux;82;01;014;0103;8219;01000;997;0;02;00;120;240100891;CC;78;69;1;1;5
01414;Sutrieu;82;01;011;0109;8216;01000;998;0;04;00;300;240100370;CC;235;218;1;1;1
01415;Talissieu;82;01;011;0109;8216;01000;998;0;04;00;300;240100370;CC;425;405;1;1;2
01416;Tenay;82;01;011;0128;8201;01000;002;0;06;09;112;240100396;CC;1120;1083;1;1;5
01417;Thézillieu;82;01;011;0115;8203;01000;540;0;04;01;222;240100578;CC;324;300;1;1;5
01418;Thil;82;01;012;0140;8214;01000;002;0;06;09;112;240100800;CC;1070;946;1;1;4
01419;Thoiry;82;01;013;0113;8219;00652;037;6;61;08;111;240100750;CC;5205;4068;2;1;5
01420;Thoissey;82;01;012;0132;8213;01118;997;1;14;00;120;240100594;CC;1540;1355;1;1;2
01421;Torcieu;82;01;011;0128;8201;01000;002;0;05;09;112;240100396;CC;698;643;1;1;1
01422;Tossiat;82;01;012;0125;8202;01000;071;0;06;07;112;240100842;CC;1406;1111;1;1;5
01423;Toussieux;82;01;012;0142;8213;00758;002;7;73;09;111;240100602;CC;769;732;1;1;4
01424;Tramoyes;82;01;012;0142;8214;01000;002;0;06;09;112;240100800;CC;1674;1525;1;1;2
01425;La Tranclière;82;01;012;0125;8202;01000;071;0;04;07;112;240100842;CC;301;300;1;1;4
01426;Treffort-Cuisiat;82;01;012;0133;8202;01000;071;0;07;07;112;240100636;CC;2204;1908;2;1;2
01427;Trévoux;82;01;012;0134;8213;00758;002;7;73;09;111;240100602;CC;6730;6392;2;1;1
01428;Valeins;82;01;012;0132;8213;01000;002;0;02;09;112;240100941;CC;88;67;1;1;1
01429;Vandeins;82;01;012;0143;8202;01000;071;0;05;07;112;240100628;CA;619;510;1;1;5
01430;Varambon;82;01;012;0125;8201;01000;002;0;05;09;112;200029999;CC;521;386;1;1;2
01431;Vaux-en-Bugey;82;01;011;0117;8201;01000;002;0;06;09;112;240100883;CC;1169;1003;1;1;5
01432;Verjon;82;01;012;0111;8202;01000;071;0;04;07;112;240100651;CC;250;192;1;1;5
01433;Vernoux;82;01;012;0129;8202;01000;000;0;03;00;400;240100339;CC;285;127;1;1;2
01434;Versailleux;82;01;012;0108;8214;01000;002;0;04;09;112;240100677;CC;332;254;1;1;1
01435;Versonnex;82;01;013;0113;8219;01101;037;1;11;08;112;240100750;CC;2144;1713;2;1;1
01436;Vesancy;82;01;013;0114;8219;01000;037;0;05;08;112;ZZZZZZZZZ;;526;449;1;1;3
01437;Vescours;82;01;012;0129;0053;01000;998;0;03;00;300;240100339;CC;208;192;1;1;1
01439;Vésines;82;01;012;0102;0053;01000;088;0;02;06;112;240100818;CC;91;113;1;1;4
01441;Vieu-d'Izenave;82;01;014;0106;8203;01000;998;0;05;00;300;240100867;CC;693;536;1;1;4
01442;Vieu;82;01;011;0109;8216;01000;998;0;04;00;300;240100370;CC;380;311;1;1;3
01443;Villars-les-Dombes;82;01;012;0135;8214;01122;002;1;14;09;112;240100875;CC;4399;4197;2;1;5
01444;Villebois;82;01;011;0117;8201;01000;002;0;06;09;112;240100883;CC;1153;953;1;1;1
01445;Villemotier;82;01;012;0111;8202;01000;071;0;05;07;112;240100651;CC;632;455;1;1;1
01446;Villeneuve;82;01;012;0130;8213;01000;002;0;06;09;112;ZZZZZZZZZ;;1383;939;1;1;5
01447;Villereversure;82;01;012;0107;8202;01000;071;0;06;07;112;240100693;CC;1208;1102;1;1;5
01448;Villes;82;01;014;0103;8219;01000;998;0;04;00;300;240100891;CC;385;269;1;1;5
01449;Villette-sur-Ain;82;01;012;0108;8201;01000;002;0;05;09;112;240100677;CC;673;472;1;1;3
01450;Villieu-Loyes-Mollon;82;01;012;0119;8201;01107;002;1;12;09;112;240100883;CC;3095;2405;2;1;3
01451;Viriat;82;01;012;0143;8202;01501;071;5;51;07;111;240100628;CA;6006;5287;2;1;4
01452;Virieu-le-Grand;82;01;011;0136;8216;01000;998;0;06;00;300;240100743;CC;1156;949;1;1;1
01453;Virieu-le-Petit;82;01;011;0109;8216;01000;000;0;04;00;400;240100370;CC;309;281;1;1;3
01454;Virignin;82;01;011;0104;8216;01000;294;0;05;02;212;240100354;CC;855;642;1;1;1
01456;Vongnes;82;01;011;0136;8216;01000;998;0;02;00;300;240100354;CC;74;89;1;1;1
01457;Vonnas;82;01;012;0110;8202;01106;997;1;12;00;120;240100669;CC;2790;2419;2;1;3
02001;Abbécourt;22;02;022;0209;2202;02000;998;0;04;00;300;240200683;CC;528;447;1;1;2
02002;Achery;22;02;022;0214;2205;02000;998;0;05;00;300;240200428;CC;587;542;1;1;3
02003;Acy;22;02;024;0204;2206;02000;127;0;05;06;112;240200477;CA;959;952;1;1;3
02004;Agnicourt-et-Séchelles;22;02;022;0219;2204;02000;000;0;03;00;400;240200469;CC;207;211;1;1;2
02005;Aguilcourt;22;02;022;0221;2204;02000;029;0;04;08;112;240200576;CC;349;359;1;1;4
02006;Aisonville-et-Bernoville;22;02;025;0216;2205;02000;998;0;04;00;300;240200485;CC;288;289;1;1;1
02007;Aizelles;22;02;022;0212;2204;02000;997;0;03;00;120;240200592;CC;112;94;1;1;4
02008;Aizy-Jouy;22;02;024;0232;2206;02000;997;0;04;00;120;240200501;CC;287;240;1;1;3
02009;Alaincourt;22;02;023;0220;2205;02000;074;0;04;07;112;240200279;CC;503;466;1;1;5
02010;Allemant;22;02;024;0232;2206;02000;127;0;03;06;112;240200501;CC;180;117;1;1;4
02011;Ambleny;22;02;024;0235;2206;02000;997;0;06;00;120;240200436;CC;1134;1116;1;1;3
02012;Ambrief;22;02;024;0224;2206;02000;127;0;02;06;112;240200519;CC;63;84;1;1;1
02013;Amifontaine;22;02;022;0221;2204;02000;029;0;04;08;112;240200576;CC;418;388;1;1;1
02014;Amigny-Rouy;22;02;022;0209;2202;02000;998;0;05;00;300;240200683;CC;731;626;1;1;2
02015;Ancienville;22;02;024;0236;0056;02000;001;0;02;10;112;240200568;CC;73;78;1;1;3
02016;Andelain;22;02;022;0214;2202;02402;233;4;41;03;211;240200428;CC;186;158;1;1;1
02017;Anguilcourt-le-Sart;22;02;022;0214;2202;02000;998;0;04;00;300;240200428;CC;292;268;1;1;3
02018;Anizy-le-Château;22;02;022;0201;2206;02121;997;1;13;00;120;240200659;CC;1895;1902;1;1;5
02019;Annois;22;02;023;0229;2205;02000;998;0;04;00;300;240200527;CC;383;382;1;1;3
02020;Any-Martin-Rieux;22;02;025;0202;2203;02000;998;0;05;00;300;240200600;CC;476;504;1;1;2
02021;Archon;22;02;022;0226;2204;02000;000;0;02;00;400;240200634;CC;87;84;1;1;3
02022;Arcy-Sainte-Restitue;22;02;024;0224;2201;02000;997;0;04;00;120;240200519;CC;427;369;1;1;4
02023;Armentières-sur-Ourcq;22;02;021;0222;2201;02000;997;0;03;00;120;240200568;CC;98;105;1;1;5
02024;Arrancy;22;02;022;0238;2204;02000;997;0;01;00;120;240200410;CC;50;50;1;1;3
02025;Artemps;22;02;023;0229;2205;02000;074;0;04;07;112;240200527;CC;359;338;1;1;4
