CODGEO;LIBGEO;REG;DEP;ARR;CV;ZE1990;ZE2010;UU1999;AU1999;EU1999;TAU1999;TUU1999;TDUU1999;BV;EPCI;NATURE_EPCI;ZAUER1999
44222;La Roche-Blanche;52;44;444;4402;5201;5201;44000;283;1I;02;0;05;44003;244400552;CC;2
44223;Geneston;52;44;442;4401;5201;5203;44000;008;1I;09;0;07;44188;244400438;CC;2
44224;La Grigonnais;52;44;441;4428;5203;5203;44000;000;9Z;00;0;06;44113;244400537;CC;6
45001;Adon;24;45;451;4505;2464;2416;45000;000;9Z;00;0;03;45155;244500443;CC;6
45002;Aillant-sur-Milleron;24;45;451;4508;2462;2417;45000;000;9Z;00;0;04;45085;244500195;CC;6
45004;Amilly;24;45;451;4532;2462;2417;45501;111;1A;06;5;51;45208;244500203;CA;1
45005;Andonville;24;45;453;4526;2463;2418;45000;001;1A;10;0;04;91016;244500542;CC;2
45006;Ardon;24;45;452;4513;2461;2418;45000;022;1A;08;0;05;45234;200005932;CC;2
45008;Artenay;24;45;452;4501;2461;2418;45000;999;1A;00;0;06;45234;ZZZZZZZZZ;;3
45009;Aschères-le-Marché;24;45;453;4526;2463;2418;45000;999;1A;00;0;06;45224;244500484;CC;3
45010;Ascoux;24;45;453;4529;2463;2419;45000;292;1A;02;0;05;45252;244500393;CC;2
45011;Attray;24;45;453;4526;2463;2418;45000;999;1A;00;0;03;45224;244500542;CC;3
45012;Audeville;24;45;453;4517;2463;2419;45000;999;1A;00;0;03;45252;244500559;CC;3
45013;Augerville-la-Rivière;24;45;453;4530;2463;2419;45000;999;1A;00;0;03;45191;244500534;CC;3
45014;Aulnay-la-Rivière;24;45;453;4530;2463;2419;45000;999;1A;00;0;04;45258;244500534;CC;3
45015;Autruy-sur-Juine;24;45;453;4526;2463;2419;45000;001;1A;10;0;05;45252;244500559;CC;2
45016;Autry-le-Châtel;24;45;451;4509;2464;2416;45000;000;9Z;00;0;06;45155;244500476;CC;6
45017;Auvilliers-en-Gâtinais;24;45;451;4504;2462;2417;45000;000;9Z;00;0;04;45030;244500567;CC;6
45018;Auxy;24;45;453;4503;2463;2419;45000;999;1A;00;0;05;45030;244500401;CC;3
45019;Baccon;24;45;452;4518;2461;2418;45000;022;1A;08;0;05;45203;ZZZZZZZZZ;;2
45020;Le Bardon;24;45;452;4518;2461;2418;45000;022;1A;08;0;05;45203;ZZZZZZZZZ;;2
45021;Barville-en-Gâtinais;24;45;453;4503;2463;2419;45000;999;1A;00;0;03;45030;244500401;CC;3
45022;Batilly-en-Gâtinais;24;45;453;4503;2463;2419;45000;999;1A;00;0;04;45030;244500401;CC;3
45023;Batilly-en-Puisaye;24;45;451;4505;2464;2416;45000;000;9Z;00;0;03;45053;244500443;CC;6
45024;Baule;24;45;452;4502;2461;2418;45208;022;1A;08;2;22;45203;200018323;CC;2
45025;Bazoches-les-Gallerandes;24;45;453;4526;2463;2418;45000;000;9Z;00;0;06;45252;244500542;CC;6
45026;Bazoches-sur-le-Betz;24;45;451;4511;2462;2417;45000;999;1A;00;0;05;45115;ZZZZZZZZZ;;3
45027;Beauchamps-sur-Huillard;24;45;451;4504;2462;2417;45000;000;9Z;00;0;04;45030;244500567;CC;6
45028;Beaugency;24;45;452;4502;2461;2418;45206;000;9Z;00;2;22;45028;200018323;CC;4
45029;Beaulieu-sur-Loire;24;45;451;4509;2464;2416;45000;000;9Z;00;0;06;45087;244500476;CC;6
45030;Beaune-la-Rolande;24;45;453;4503;2463;2419;45000;000;9Z;00;0;07;45030;244500401;CC;6
45031;Bellegarde;24;45;451;4504;2462;2417;45000;000;9Z;00;0;06;45030;244500567;CC;6
45032;Le Bignon-Mirabeau;24;45;451;4512;2462;2417;45000;999;1A;00;0;04;45145;244500419;CC;3
45033;Boësses;24;45;453;4530;2463;2419;45000;999;1A;00;0;04;45258;244500534;CC;3
45034;Boigny-sur-Bionne;24;45;452;4538;2461;2418;45701;022;1A;08;7;71;45234;244500468;CA;1
45035;Boiscommun;24;45;453;4503;2463;2419;45000;000;9Z;00;0;06;45030;244500401;CC;6
45036;Boismorand;24;45;451;4514;2464;2416;45000;000;9Z;00;0;05;45155;ZZZZZZZZZ;;6
45037;Boisseaux;24;45;453;4526;2463;2418;45000;001;1A;10;0;04;91016;244500542;CC;2
45038;Bondaroy;24;45;453;4529;2463;2419;45302;292;1A;02;3;31;45252;244500393;CC;1
45039;Bonnée;24;45;452;4527;2464;2416;45301;000;9Z;00;3;31;45315;244500518;CC;4
45040;Bonny-sur-Loire;24;45;451;4505;2464;2416;45000;000;9Z;00;0;06;45053;244500443;CC;6
45041;Bordeaux-en-Gâtinais;24;45;453;4503;2463;2419;45000;000;9Z;00;0;03;45208;244500401;CC;6
45042;Les Bordes;24;45;452;4527;2464;2416;45301;000;9Z;00;3;31;45315;244500518;CC;4
45043;Bou;24;45;452;4538;2461;2418;45000;022;1A;08;0;05;45234;244500468;CA;2
45044;Bougy-lez-Neuville;24;45;452;4520;2461;2418;45000;022;1A;08;0;03;45224;ZZZZZZZZZ;;2
45045;Bouilly-en-Gâtinais;24;45;453;4529;2463;2419;45000;292;1A;02;0;04;45252;244500393;CC;2
45046;Boulay-les-Barres;24;45;452;4528;2461;2418;45000;022;1A;08;0;05;45234;ZZZZZZZZZ;;2
45047;Bouzonville-aux-Bois;24;45;453;4529;2463;2419;45000;292;1A;02;0;04;45252;244500393;CC;2
45049;Bouzy-la-Forêt;24;45;452;4506;2461;2418;45000;000;9Z;00;0;05;45082;244500427;CC;6
45050;Boynes;24;45;453;4529;2463;2419;45000;999;1A;00;0;06;45252;244500393;CC;3
45051;Bray-en-Val;24;45;452;4527;2464;2418;45301;000;9Z;00;3;31;45315;244500518;CC;4
45052;Breteau;24;45;451;4505;2464;2416;45000;000;9Z;00;0;02;45053;244500443;CC;6
45053;Briare;24;45;451;4505;2464;2416;45203;000;9Z;00;2;21;45053;244500443;CC;4
45054;Briarres-sur-Essonne;24;45;453;4530;2463;2419;45000;999;1A;00;0;05;45258;244500534;CC;3
45055;Bricy;24;45;452;4528;2461;2418;45000;022;1A;08;0;05;45248;ZZZZZZZZZ;;2
45056;Bromeilles;24;45;453;4530;2463;2419;45000;999;1A;00;0;04;45258;244500534;CC;3
45057;Labrosse;24;45;453;4517;2463;2419;45000;999;1A;00;0;02;45191;244500526;CC;3
45058;Bucy-le-Roi;24;45;452;4501;2461;2418;45000;022;1A;08;0;03;45234;ZZZZZZZZZ;;2
45059;Bucy-Saint-Liphard;24;45;452;4528;2461;2418;45000;022;1A;08;0;04;45234;ZZZZZZZZZ;;2
45060;La Bussière;24;45;451;4505;2464;2416;45000;000;9Z;00;0;05;45155;244500443;CC;6
45061;Cepoy;24;45;451;4533;2462;2417;45501;111;1A;06;5;51;45208;244500203;CA;1
45062;Cercottes;24;45;452;4501;2461;2418;45000;022;1A;08;0;05;45234;ZZZZZZZZZ;;2
45063;Cerdon;24;45;452;4531;2464;2416;45000;000;9Z;00;0;06;45315;ZZZZZZZZZ;;6
45064;Cernoy-en-Berry;24;45;451;4509;2464;2416;45000;000;9Z;00;0;04;45087;244500476;CC;6
45065;Césarville-Dossainville;24;45;453;4517;2463;2419;45000;999;1A;00;0;04;45252;244500559;CC;3
45066;Chailly-en-Gâtinais;24;45;451;4516;2462;2417;45000;999;1A;00;0;05;45187;244500278;CC;3
45067;Chaingy;24;45;452;4518;2461;2418;45202;022;1A;08;2;21;45234;ZZZZZZZZZ;;2
45068;Châlette-sur-Loing;24;45;451;4533;2462;2417;45501;111;1A;06;5;51;45208;244500203;CA;1
45069;Chambon-la-Forêt;24;45;453;4503;2463;2419;45000;999;1A;00;0;05;45252;244500401;CC;3
45070;Champoulet;24;45;451;4505;2464;2416;45000;000;9Z;00;0;02;45053;244500443;CC;6
45072;Chanteau;24;45;452;4534;2461;2418;45000;022;1A;08;0;06;45234;244500468;CA;2
45073;Chantecoq;24;45;451;4511;2462;2417;45000;999;1A;00;0;04;45115;ZZZZZZZZZ;;3
45074;La Chapelle-Onzerain;24;45;452;4528;2461;2418;45000;022;1A;08;0;02;45248;ZZZZZZZZZ;;2
45075;La Chapelle-Saint-Mesmin;24;45;452;4539;2461;2418;45701;022;1A;08;7;71;45234;244500468;CA;1
45076;La Chapelle-Saint-Sépulcre;24;45;451;4511;2462;2417;45000;111;1A;06;0;04;45208;ZZZZZZZZZ;;2
45077;La Chapelle-sur-Aveyron;24;45;451;4508;2462;2417;45000;000;9Z;00;0;04;45085;244500195;CC;6
45078;Chapelon;24;45;451;4504;2462;2417;45000;999;1A;00;0;04;45208;244500567;CC;3
45079;Le Charme;24;45;451;4508;2462;2417;45000;000;9Z;00;0;03;45085;244500195;CC;6
45080;Charmont-en-Beauce;24;45;453;4526;2463;2419;45000;999;1A;00;0;04;45252;244500542;CC;3
45081;Charsonville;24;45;452;4518;2461;2418;45000;022;1A;08;0;05;28088;ZZZZZZZZZ;;2
45082;Châteauneuf-sur-Loire;24;45;452;4506;2461;2418;45205;000;9Z;00;2;22;45082;244500427;CC;4
45083;Château-Renard;24;45;451;4507;2462;2417;45000;000;9Z;00;0;07;45083;200022994;CC;6
45084;Châtenoy;24;45;452;4506;2461;2418;45000;000;9Z;00;0;04;45030;ZZZZZZZZZ;;6
45085;Châtillon-Coligny;24;45;451;4508;2462;2417;45107;000;9Z;00;1;12;45085;244500195;CC;6
45086;Châtillon-le-Roi;24;45;453;4526;2463;2419;45000;999;1A;00;0;04;45252;244500542;CC;3
45087;Châtillon-sur-Loire;24;45;451;4509;2464;2416;45108;000;9Z;00;1;12;45087;244500476;CC;6
45088;Chaussy;24;45;453;4526;2463;2418;45000;999;1A;00;0;04;28391;244500542;CC;3
45089;Chécy;24;45;452;4538;2461;2418;45701;022;1A;08;7;71;45234;244500468;CA;1
45091;Chevannes;24;45;451;4512;2462;2417;45000;999;1A;00;0;04;45145;244500419;CC;3
45092;Chevillon-sur-Huillard;24;45;451;4532;2462;2417;45000;111;1A;06;0;06;45208;ZZZZZZZZZ;;2
45093;Chevilly;24;45;452;4501;2461;2418;45000;022;1A;08;0;07;45234;ZZZZZZZZZ;;2
45094;Chevry-sous-le-Bignon;24;45;451;4512;2462;2417;45000;999;1A;00;0;04;45145;244500419;CC;3
45095;Chilleurs-aux-Bois;24;45;453;4529;2463;2418;45000;999;1A;00;0;06;45224;244500393;CC;3
45096;Les Choux;24;45;451;4514;2464;2416;45000;239;3W;03;0;04;45155;244500211;CC;2
45097;Chuelles;24;45;451;4507;2462;2417;45000;000;9Z;00;0;05;45083;200022994;CC;6
45098;Cléry-Saint-André;24;45;452;4510;2461;2418;45105;022;1A;08;1;12;45098;244500450;CC;2
45099;Coinces;24;45;452;4528;2461;2418;45000;022;1A;08;0;04;45248;ZZZZZZZZZ;;2
45100;Combleux;24;45;452;4538;2461;2418;45701;022;1A;08;7;71;45234;244500468;CA;1
45101;Combreux;24;45;452;4506;2461;2418;45000;999;1A;00;0;04;45082;244500427;CC;3
45102;Conflans-sur-Loing;24;45;451;4532;2462;2417;45501;111;1A;06;5;51;45208;244500203;CA;1
45103;Corbeilles;24;45;451;4512;2462;2417;45000;000;9Z;00;0;06;45208;244500419;CC;6
45104;Corquilleroy;24;45;451;4533;2462;2417;45501;111;1A;06;5;51;45208;244500203;CA;1
45105;Cortrat;24;45;451;4508;2462;2417;45000;111;1A;06;0;02;45208;244500195;CC;2
45106;Coudray;24;45;453;4517;2463;2419;45000;999;1A;00;0;04;45191;244500526;CC;3
45107;Coudroy;24;45;451;4516;2462;2417;45000;000;9Z;00;0;04;45187;244500278;CC;6
45108;Coullons;24;45;451;4514;2464;2416;45000;000;9Z;00;0;07;45155;244500211;CC;6
45109;Coulmiers;24;45;452;4518;2461;2418;45000;022;1A;08;0;05;45234;ZZZZZZZZZ;;2
45110;Courcelles;24;45;453;4503;2463;2419;45000;999;1A;00;0;04;45252;244500401;CC;3
45111;Courcy-aux-Loges;24;45;453;4529;2463;2418;45000;999;1A;00;0;04;45252;244500393;CC;3
45112;La Cour-Marigny;24;45;451;4516;2462;2417;45000;000;9Z;00;0;04;45187;244500278;CC;6
45113;Courtemaux;24;45;451;4511;2462;2417;45000;999;1A;00;0;04;45115;ZZZZZZZZZ;;3
45114;Courtempierre;24;45;451;4512;2462;2417;45000;999;1A;00;0;04;45208;244500419;CC;3
45115;Courtenay;24;45;451;4511;2462;2417;45111;000;9Z;00;1;13;45115;ZZZZZZZZZ;;6
45116;Cravant;24;45;452;4502;2461;2418;45000;022;1A;08;0;05;45028;200018323;CC;2
45118;Crottes-en-Pithiverais;24;45;453;4526;2463;2418;45000;999;1A;00;0;04;45224;244500542;CC;3
45119;Dadonville;24;45;453;4529;2463;2419;45302;292;1A;02;3;31;45252;200023562;CC;1
45120;Dammarie-en-Puisaye;24;45;451;4505;2464;2416;45000;000;9Z;00;0;03;45053;244500443;CC;6
45121;Dammarie-sur-Loing;24;45;451;4508;2462;2417;45000;000;9Z;00;0;04;45085;244500195;CC;6
45122;Dampierre-en-Burly;24;45;452;4527;2464;2416;45000;000;9Z;00;0;06;45155;244500518;CC;4
45123;Darvoy;24;45;452;4515;2461;2418;45207;022;1A;08;2;22;45173;244500427;CC;2
45124;Desmonts;24;45;453;4530;2463;2419;45000;001;1A;10;0;03;45258;244500534;CC;2
45125;Dimancheville;24;45;453;4530;2463;2419;45000;999;1A;00;0;02;45258;244500534;CC;3
45126;Donnery;24;45;452;4538;2461;2418;45201;022;1A;08;2;21;45082;244500427;CC;2
45127;Dordives;24;45;451;4512;2462;2417;00266;999;1A;00;2;22;77458;244500419;CC;3
45129;Douchy;24;45;451;4507;2462;2417;45000;000;9Z;00;0;05;45083;200022994;CC;6
45130;Dry;24;45;452;4510;2461;2418;45000;022;1A;08;0;06;45098;244500450;CC;2
45131;Échilleuses;24;45;453;4530;2463;2419;45000;999;1A;00;0;04;45258;244500534;CC;3
45132;Égry;24;45;453;4503;2463;2419;45000;000;9Z;00;0;04;45030;244500401;CC;6
45133;Engenville;24;45;453;4517;2463;2419;45000;999;1A;00;0;04;45252;244500559;CC;3
45134;Épieds-en-Beauce;24;45;452;4518;2461;2418;45000;022;1A;08;0;06;45234;ZZZZZZZZZ;;2
45135;Erceville;24;45;453;4526;2463;2418;45000;001;1A;10;0;04;45252;244500542;CC;2
45136;Ervauville;24;45;451;4511;2462;2417;45000;999;1A;00;0;04;45115;ZZZZZZZZZ;;3
45137;Escrennes;24;45;453;4529;2463;2419;45000;292;1A;02;0;05;45252;244500393;CC;2
45138;Escrignelles;24;45;451;4505;2464;2416;45000;000;9Z;00;0;02;45053;244500443;CC;6
45139;Estouy;24;45;453;4529;2463;2419;45000;999;1A;00;0;04;45252;244500393;CC;3
45141;Faverelles;24;45;451;4505;2464;2416;45000;000;9Z;00;0;03;45053;244500443;CC;6
45142;Fay-aux-Loges;24;45;452;4506;2461;2418;45201;022;1A;08;2;21;45082;244500427;CC;2
45143;Feins-en-Gâtinais;24;45;451;4505;2464;2416;45000;000;9Z;00;0;01;45053;244500443;CC;6
45144;Férolles;24;45;452;4515;2461;2418;45000;022;1A;08;0;06;45173;ZZZZZZZZZ;;2
45145;Ferrières-en-Gâtinais;24;45;451;4512;2462;2417;45113;999;1A;00;1;14;45145;244500419;CC;3
45146;La Ferté-Saint-Aubin;24;45;452;4513;2461;2418;45204;022;1A;08;2;21;45146;200005932;CC;2
45147;Fleury-les-Aubrais;24;45;452;4534;2461;2418;45701;022;1A;08;7;71;45234;244500468;CA;1
45148;Fontenay-sur-Loing;24;45;451;4512;2462;2417;45113;999;1A;00;1;14;45145;244500419;CC;3
45149;Foucherolles;24;45;451;4511;2462;2417;45000;999;1A;00;0;03;45115;ZZZZZZZZZ;;3
45150;Fréville-du-Gâtinais;24;45;451;4504;2462;2419;45000;000;9Z;00;0;03;45030;244500567;CC;6
45151;Gaubertin;24;45;453;4503;2463;2419;45000;999;1A;00;0;03;45030;244500401;CC;3
45152;Gémigny;24;45;452;4528;2461;2418;45000;022;1A;08;0;03;45248;ZZZZZZZZZ;;2
45153;Germigny-des-Prés;24;45;452;4506;2461;2418;45000;000;9Z;00;0;05;45082;244500518;CC;6
45154;Gidy;24;45;452;4501;2461;2418;45000;022;1A;08;0;06;45234;ZZZZZZZZZ;;2
45155;Gien;24;45;451;4514;2464;2416;45303;239;3W;03;3;32;45155;244500211;CC;1
45156;Girolles;24;45;451;4512;2462;2417;45000;111;1A;06;0;05;45208;244500419;CC;2
45157;Givraines;24;45;453;4529;2463;2419;45000;999;1A;00;0;04;45252;244500393;CC;3
45158;Gondreville;24;45;451;4512;2462;2417;45000;111;1A;06;0;04;45208;244500419;CC;2
45159;Grangermont;24;45;453;4530;2463;2419;45000;000;9Z;00;0;03;45258;244500534;CC;6
45160;Greneville-en-Beauce;24;45;453;4526;2463;2419;45000;999;1A;00;0;05;45252;244500542;CC;3
45161;Griselles;24;45;451;4512;2462;2417;45000;999;1A;00;0;05;45145;244500419;CC;3
45162;Guigneville;24;45;453;4529;2463;2419;45000;999;1A;00;0;04;45252;244500393;CC;3
45164;Guilly;24;45;452;4531;2464;2418;45000;000;9Z;00;0;05;45315;ZZZZZZZZZ;;6
45165;Gy-les-Nonains;24;45;451;4507;2462;2417;45000;111;1A;06;0;05;45083;200022994;CC;2
45166;Huêtre;24;45;452;4501;2461;2418;45000;022;1A;08;0;03;45234;ZZZZZZZZZ;;2
45167;Huisseau-sur-Mauves;24;45;452;4518;2461;2418;45000;022;1A;08;0;06;45203;ZZZZZZZZZ;;2
45168;Ingrannes;24;45;452;4520;2461;2418;45000;999;1A;00;0;04;45082;244500427;CC;3
45169;Ingré;24;45;452;4539;2461;2418;45701;022;1A;08;7;71;45234;244500468;CA;1
45170;Intville-la-Guétard;24;45;453;4517;2463;2419;45000;999;1A;00;0;02;45252;244500559;CC;3
45171;Isdes;24;45;452;4531;2464;2418;45000;000;9Z;00;0;04;45315;ZZZZZZZZZ;;6
45173;Jargeau;24;45;452;4515;2461;2418;45207;022;1A;08;2;22;45173;244500427;CC;2
45174;Jouy-en-Pithiverais;24;45;453;4526;2463;2419;45000;999;1A;00;0;04;45252;244500542;CC;3
45175;Jouy-le-Potier;24;45;452;4510;2461;2418;45000;022;1A;08;0;06;45146;244500450;CC;2
45176;Juranville;24;45;453;4503;2463;2419;45000;000;9Z;00;0;04;45030;244500401;CC;6
45177;Laas;24;45;453;4529;2463;2419;45000;292;1A;02;0;03;45252;244500393;CC;2
45178;Ladon;24;45;451;4504;2462;2417;45000;000;9Z;00;0;06;45208;244500567;CC;6
45179;Lailly-en-Val;24;45;452;4502;2461;2418;45101;022;1A;08;1;11;45028;200018323;CC;2
45180;Langesse;24;45;451;4514;2464;2417;45000;000;9Z;00;0;02;45208;244500211;CC;6
45181;Léouville;24;45;453;4526;2463;2419;45000;999;1A;00;0;01;45252;244500542;CC;3
45182;Ligny-le-Ribault;24;45;452;4513;2461;2418;45000;022;1A;08;0;06;45146;200005932;CC;2
45183;Lion-en-Beauce;24;45;452;4501;2461;2418;45000;000;9Z;00;0;02;45234;ZZZZZZZZZ;;6
45184;Lion-en-Sullias;24;45;452;4531;2464;2416;45000;000;9Z;00;0;04;45315;ZZZZZZZZZ;;6
45185;Lombreuil;24;45;451;4532;2462;2417;45000;111;1A;06;0;04;45208;ZZZZZZZZZ;;2
45186;Lorcy;24;45;453;4503;2463;2417;45000;000;9Z;00;0;04;45030;244500401;CC;6
45187;Lorris;24;45;451;4516;2462;2417;45104;000;9Z;00;1;12;45187;244500278;CC;6
45188;Loury;24;45;452;4520;2461;2418;45000;022;1A;08;0;06;45224;244500484;CC;2
45189;Louzouer;24;45;451;4511;2462;2417;45000;111;1A;06;0;04;45208;ZZZZZZZZZ;;2
45190;Mainvilliers;24;45;453;4517;2463;2419;45000;999;1A;00;0;04;45191;244500526;CC;3
45191;Malesherbes;24;45;453;4517;2463;2419;00258;000;9Z;00;2;21;45191;244500526;CC;4
45192;Manchecourt;24;45;453;4517;2463;2419;45000;999;1A;00;0;05;45252;244500526;CC;3
45193;Marcilly-en-Villette;24;45;452;4513;2461;2418;45000;022;1A;08;0;06;45146;200005932;CC;2
45194;Mardié;24;45;452;4538;2461;2418;45701;022;1A;08;7;71;45234;244500468;CA;1
45195;Mareau-aux-Bois;24;45;453;4529;2463;2419;45000;292;1A;02;0;04;45252;244500393;CC;2
45196;Mareau-aux-Prés;24;45;452;4510;2461;2418;45000;022;1A;08;0;06;45098;244500450;CC;2
45197;Marigny-les-Usages;24;45;452;4538;2461;2418;45000;022;1A;08;0;06;45234;244500468;CA;2
45198;Marsainvilliers;24;45;453;4529;2463;2419;45000;999;1A;00;0;04;45252;244500393;CC;3
45199;Melleroy;24;45;451;4507;2462;2417;45000;000;9Z;00;0;05;45083;200022994;CC;6
45200;Ménestreau-en-Villette;24;45;452;4513;2461;2418;45000;022;1A;08;0;06;45146;200005932;CC;2
45201;Mérinville;24;45;451;4511;2462;2417;45000;999;1A;00;0;03;45115;ZZZZZZZZZ;;3
45202;Messas;24;45;452;4502;2461;2418;45208;022;1A;08;2;22;45203;200018323;CC;2
45203;Meung-sur-Loire;24;45;452;4518;2461;2418;45208;022;1A;08;2;22;45203;ZZZZZZZZZ;;2
45204;Mézières-lez-Cléry;24;45;452;4510;2461;2418;45000;022;1A;08;0;05;45098;244500450;CC;2
45205;Mézières-en-Gâtinais;24;45;451;4504;2462;2417;45000;000;9Z;00;0;03;45030;244500567;CC;6
45206;Mignères;24;45;451;4512;2462;2417;45000;111;1A;06;0;04;45208;244500419;CC;2
45207;Mignerette;24;45;451;4512;2462;2417;45000;111;1A;06;0;04;45208;244500419;CC;2
45208;Montargis;24;45;451;4519;2462;2417;45501;111;1A;06;5;51;45208;244500203;CA;1
45209;Montbarrois;24;45;453;4503;2463;2419;45000;000;9Z;00;0;04;45030;244500401;CC;6
45210;Montbouy;24;45;451;4508;2462;2417;45000;000;9Z;00;0;05;45085;244500195;CC;6
45211;Montcorbon;24;45;451;4507;2462;2417;45000;000;9Z;00;0;04;45115;200022994;CC;6
45212;Montcresson;24;45;451;4508;2462;2417;45000;111;1A;06;0;06;45085;244500195;CC;2
45213;Montereau;24;45;451;4516;2462;2417;45000;000;9Z;00;0;05;45187;244500278;CC;6
45214;Montigny;24;45;453;4526;2463;2418;45000;999;1A;00;0;04;45224;244500484;CC;3
45215;Montliard;24;45;453;4503;2463;2419;45000;000;9Z;00;0;03;45030;244500401;CC;6
45216;Mormant-sur-Vernisson;24;45;451;4532;2462;2417;45000;111;1A;06;0;03;45208;ZZZZZZZZZ;;2
45217;Morville-en-Beauce;24;45;453;4517;2463;2419;45000;001;1A;10;0;03;45252;244500559;CC;2
45218;Le Moulinet-sur-Solin;24;45;451;4514;2464;2417;45000;000;9Z;00;0;03;45187;244500211;CC;6
45219;Moulon;24;45;451;4504;2462;2417;45000;111;1A;06;0;03;45208;244500567;CC;2
45220;Nancray-sur-Rimarde;24;45;453;4503;2463;2419;45000;999;1A;00;0;04;45030;244500401;CC;3
45221;Nangeville;24;45;453;4517;2463;2419;45000;000;9Z;00;0;03;45191;244500526;CC;6
45222;Nargis;24;45;451;4512;2462;2417;45000;999;1A;00;0;06;45145;244500419;CC;3
45223;Nesploy;24;45;451;4504;2462;2418;45000;000;9Z;00;0;04;45030;244500567;CC;6
45224;Neuville-aux-Bois;24;45;452;4520;2461;2418;45112;999;1A;00;1;13;45224;244500484;CC;3
45225;La Neuville-sur-Essonne;24;45;453;4530;2463;2419;45000;000;9Z;00;0;04;45258;244500534;CC;6
45226;Neuvy-en-Sullias;24;45;452;4515;2461;2418;45000;022;1A;08;0;05;45082;ZZZZZZZZZ;;2
45227;Nevoy;24;45;451;4514;2464;2416;45303;239;3W;03;3;32;45155;244500211;CC;1
45228;Nibelle;24;45;453;4503;2463;2418;45000;000;9Z;00;0;05;45030;244500401;CC;6
45229;Nogent-sur-Vernisson;24;45;451;4508;2462;2417;45102;000;9Z;00;1;11;45208;244500195;CC;4
45230;Noyers;24;45;451;4516;2462;2417;45000;000;9Z;00;0;05;45187;244500278;CC;6
45231;Oison;24;45;453;4526;2463;2418;45000;000;9Z;00;0;03;45224;244500542;CC;6
45232;Olivet;24;45;452;4535;2461;2418;45701;022;1A;08;7;71;45234;244500468;CA;1
45233;Ondreville-sur-Essonne;24;45;453;4530;2463;2419;45000;999;1A;00;0;04;45258;244500534;CC;3
45234;Orléans;24;45;452;4599;2461;2418;45701;022;1A;08;7;71;45234;244500468;CA;1
45235;Ormes;24;45;452;4539;2461;2418;45701;022;1A;08;7;71;45234;244500468;CA;1
45236;Orveau-Bellesauve;24;45;453;4517;2463;2419;45000;000;9Z;00;0;04;45191;244500526;CC;6
45237;Orville;24;45;453;4530;2463;2419;45000;001;1A;10;0;03;45258;244500534;CC;2
45238;Ousson-sur-Loire;24;45;451;4505;2464;2416;45000;000;9Z;00;0;05;45053;244500443;CC;6
45239;Oussoy-en-Gâtinais;24;45;451;4516;2462;2417;45000;111;1A;06;0;04;45187;244500278;CC;2
45240;Outarville;24;45;453;4526;2463;2418;45000;999;1A;00;0;06;45252;244500542;CC;3
45241;Ouvrouer-les-Champs;24;45;452;4515;2461;2418;45000;022;1A;08;0;04;45173;244500583;CC;2
45242;Ouzouer-des-Champs;24;45;451;4516;2462;2417;45000;999;1A;00;0;04;45208;244500278;CC;3
45243;Ouzouer-sous-Bellegarde;24;45;451;4504;2462;2417;45000;000;9Z;00;0;04;45030;244500567;CC;6
45244;Ouzouer-sur-Loire;24;45;452;4527;2464;2416;45103;000;9Z;00;1;12;45155;244500518;CC;6
45245;Ouzouer-sur-Trézée;24;45;451;4505;2464;2416;45000;000;9Z;00;0;06;45053;244500443;CC;6
45246;Pannecières;24;45;453;4517;2463;2419;45000;001;1A;10;0;03;45252;244500559;CC;2
45247;Pannes;24;45;451;4533;2462;2417;45501;111;1A;06;5;51;45208;244500203;CA;1
45248;Patay;24;45;452;4528;2461;2418;45000;022;1A;08;0;07;45248;ZZZZZZZZZ;;2
45249;Paucourt;24;45;451;4533;2462;2417;45000;111;1A;06;0;05;45208;244500203;CA;2
45250;Pers-en-Gâtinais;24;45;451;4511;2462;2417;45000;999;1A;00;0;04;45145;ZZZZZZZZZ;;3
45251;Pierrefitte-ès-Bois;24;45;451;4509;2464;2416;45000;000;9Z;00;0;04;45087;244500476;CC;6
45252;Pithiviers;24;45;453;4529;2463;2419;45302;292;1A;02;3;31;45252;200023562;CC;1
45253;Pithiviers-le-Vieil;24;45;453;4529;2463;2419;45000;292;1A;02;0;06;45252;200023562;CC;2
45254;Poilly-lez-Gien;24;45;451;4514;2464;2416;45000;239;3W;03;0;07;45155;244500211;CC;2
45255;Préfontaines;24;45;451;4512;2462;2417;45000;999;1A;00;0;04;45208;244500419;CC;3
45256;Presnoy;24;45;451;4516;2462;2417;45000;999;1A;00;0;03;45187;244500278;CC;3
45257;Pressigny-les-Pins;24;45;451;4508;2462;2417;45000;999;1A;00;0;04;45208;244500195;CC;3
45258;Puiseaux;24;45;453;4530;2463;2419;45109;000;9Z;00;1;13;45258;244500534;CC;6
45259;Quiers-sur-Bézonde;24;45;451;4504;2462;2417;45000;000;9Z;00;0;05;45030;244500567;CC;6
45260;Ramoulu;24;45;453;4517;2463;2419;45000;999;1A;00;0;04;45252;244500393;CC;3
45261;Rebréchien;24;45;452;4520;2461;2418;45000;022;1A;08;0;06;45224;244500484;CC;2
45262;Rouvray-Sainte-Croix;24;45;452;4528;2461;2418;45000;022;1A;08;0;03;45248;ZZZZZZZZZ;;2
45263;Rouvres-Saint-Jean;24;45;453;4517;2463;2419;45000;001;1A;10;0;04;45252;244500559;CC;2
